sentimen,tweet,tweet_lowercase,tweet_tokenized,tweet_stemmed,tweet_process
positif,Sangat disayang malamnya pak @jokowi  & Kyai Ma'ruf  berdebat dg Dirut & Komisaris yg msh ingin mempertahankan posisinya. Debat menjadi tdk imbang krn lawan debat petahana msh berorientasi ke pengelolaan persh dan bukan ekonomi sbh negara.,Sangat disayang malamnya pak @jokowi  & Kyai Ma'ruf  berdebat dg Dirut & Komisaris yg msh ingin mempertahankan posisinya. Debat menjadi tdk imbang krn lawan debat petahana msh berorientasi ke pengelolaan persh dan bukan ekonomi sbh negara.,"['Sangat', 'disayang', 'malamnya', 'pak', '@jokowi', '&', 'Kyai', ""Ma'ruf"", 'berdebat', 'dg', 'Dirut', '&', 'Komisaris', 'yg', 'msh', 'ingin', 'mempertahankan', 'posisinya', '.', 'Debat', 'menjadi', 'tdk', 'imbang', 'krn', 'lawan', 'debat', 'petahana', 'msh', 'berorientasi', 'ke', 'pengelolaan', 'persh', 'dan', 'bukan', 'ekonomi', 'sbh', 'negara', '.']","['sangat', 'sayang', 'malam', 'pak', 'jokowi', '', 'kyai', 'ma ruf', 'debat', 'dg', 'dirut', '', 'komisaris', 'yg', 'msh', 'ingin', 'tahan', 'posisi', '', 'debat', 'jadi', 'tdk', 'imbang', 'krn', 'lawan', 'debat', 'tahana', 'msh', 'orientasi', 'ke', 'kelola', 'persh', 'dan', 'bukan', 'ekonomi', 'sbh', 'negara', '']",sangat sayang malam pak jokowi  kyai ma ruf debat dg dirut  komisaris yg msh ingin tahan posisi  debat jadi tdk imbang krn lawan debat tahana msh orientasi ke kelola persh dan bukan ekonomi sbh negara 
negatif,"subsidi listrik dicabut, agar asing bisa masuk industri pembangkit listrik, pln diwajibkan membeli listrik dengan harga yang ga ekonomis, beban bagi pln dari rezim @jokowi mandataris world bank anti ekonomi kerakyatan. rakyat tanggung kenaikan listrik 300% di era presiden boneka.","subsidi listrik dicabut, agar asing bisa masuk industri pembangkit listrik, pln diwajibkan membeli listrik dengan harga yang ga ekonomis, beban bagi pln dari rezim @jokowi mandataris world bank anti ekonomi kerakyatan. rakyat tanggung kenaikan listrik 300% di era presiden boneka.","['subsidi', 'listrik', 'dicabut', ',', 'agar', 'asing', 'bisa', 'masuk', 'industri', 'pembangkit', 'listrik', ',', 'pln', 'diwajibkan', 'membeli', 'listrik', 'dengan', 'harga', 'yang', 'ga', 'ekonomis', ',', 'beban', 'bagi', 'pln', 'dari', 'rezim', '@jokowi', 'mandataris', 'world', 'bank', 'anti', 'ekonomi', 'kerakyatan', '.', 'rakyat', 'tanggung', 'kenaikan', 'listrik', '300', '%', 'di', 'era', 'presiden', 'boneka', '.']","['subsidi', 'listrik', 'cabut', '', 'agar', 'asing', 'bisa', 'masuk', 'industri', 'bangkit', 'listrik', '', 'pln', 'wajib', 'beli', 'listrik', 'dengan', 'harga', 'yang', 'ga', 'ekonomis', '', 'beban', 'bagi', 'pln', 'dari', 'rezim', 'jokowi', 'mandataris', 'world', 'bank', 'anti', 'ekonomi', 'rakyat', '', 'rakyat', 'tanggung', 'naik', 'listrik', '300', '', 'di', 'era', 'presiden', 'boneka', '']",subsidi listrik cabut  agar asing bisa masuk industri bangkit listrik  pln wajib beli listrik dengan harga yang ga ekonomis  beban bagi pln dari rezim jokowi mandataris world bank anti ekonomi rakyat  rakyat tanggung naik listrik   di era presiden boneka 
negatif,Hahaha saya jdi ragu ama pak joko tntang pemahaman ekonomi mikro dan makro,Hahaha saya jdi ragu ama pak joko tntang pemahaman ekonomi mikro dan makro,"['Hahaha', 'saya', 'jdi', 'ragu', 'ama', 'pak', 'joko', 'tntang', 'pemahaman', 'ekonomi', 'mikro', 'dan', 'makro']","['hahaha', 'saya', 'jdi', 'ragu', 'ama', 'pak', 'joko', 'tntang', 'paham', 'ekonomi', 'mikro', 'dan', 'makro']",hahaha saya jdi ragu ama pak joko tntang paham ekonomi mikro dan makro
positif,Asiknya jokowi sudah bekerja dan kerjanya bisa di nilai. Penilaian dari berbagai sudut pandang. Terserah mereka mau menilai dr sudut pandang mana. Tp hargailah pilihan orang lain dengan tidak mendiskriminasi pilihan org tsb.,Asiknya jokowi sudah bekerja dan kerjanya bisa di nilai. Penilaian dari berbagai sudut pandang. Terserah mereka mau menilai dr sudut pandang mana. Tp hargailah pilihan orang lain dengan tidak mendiskriminasi pilihan org tsb.,"['Asiknya', 'jokowi', 'sudah', 'bekerja', 'dan', 'kerjanya', 'bisa', 'di', 'nilai', '.', 'Penilaian', 'dari', 'berbagai', 'sudut', 'pandang', '.', 'Terserah', 'mereka', 'mau', 'menilai', 'dr', 'sudut', 'pandang', 'mana', '.', 'Tp', 'hargailah', 'pilihan', 'orang', 'lain', 'dengan', 'tidak', 'mendiskriminasi', 'pilihan', 'org', 'tsb', '.']","['asiknya', 'jokowi', 'sudah', 'kerja', 'dan', 'kerja', 'bisa', 'di', 'nilai', '', 'nilai', 'dari', 'bagai', 'sudut', 'pandang', '', 'serah', 'mereka', 'mau', 'nilai', 'dr', 'sudut', 'pandang', 'mana', '', 'tp', 'harga', 'pilih', 'orang', 'lain', 'dengan', 'tidak', 'diskriminasi', 'pilih', 'org', 'tsb', '']",asiknya jokowi sudah kerja dan kerja bisa di nilai  nilai dari bagai sudut pandang  serah mereka mau nilai dr sudut pandang mana  tp harga pilih orang lain dengan tidak diskriminasi pilih org tsb 
netral,Prabowo : pak Jokowi...program ekonomi anda salah arah.....  Makanya #TusukPrabowoSandi,Prabowo : pak Jokowi...program ekonomi anda salah arah.....  Makanya #TusukPrabowoSandi,"['Prabowo', ':', 'pak', 'Jokowi', '...', 'program', 'ekonomi', 'anda', 'salah', 'arah', '...', 'Makanya', '#TusukPrabowoSandi']","['prabowo', '', 'pak', 'jokowi', '', 'program', 'ekonomi', 'anda', 'salah', 'arah', '', 'makanya', 'tusukprabowosandi']",prabowo  pak jokowi  program ekonomi anda salah arah  makanya tusukprabowosandi
netral,"Betul itu pak presiden,tapi apa bilah bapak dikasih amanat satu kali nanti tingkatkan kesejahteraan kami pelaut.karna tampa pelaut pertumbuhan ekonomi tidak maju.","Betul itu pak presiden,tapi apa bilah bapak dikasih amanat satu kali nanti tingkatkan kesejahteraan kami pelaut.karna tampa pelaut pertumbuhan ekonomi tidak maju.","['Betul', 'itu', 'pak', 'presiden', ',', 'tapi', 'apa', 'bilah', 'bapak', 'dikasih', 'amanat', 'satu', 'kali', 'nanti', 'tingkatkan', 'kesejahteraan', 'kami', 'pelaut.karna', 'tampa', 'pelaut', 'pertumbuhan', 'ekonomi', 'tidak', 'maju', '.']","['betul', 'itu', 'pak', 'presiden', '', 'tapi', 'apa', 'bilah', 'bapak', 'kasih', 'amanat', 'satu', 'kali', 'nanti', 'tingkat', 'sejahtera', 'kami', 'laut karna', 'tampa', 'laut', 'tumbuh', 'ekonomi', 'tidak', 'maju', '']",betul itu pak presiden  tapi apa bilah bapak kasih amanat satu kali nanti tingkat sejahtera kami laut karna tampa laut tumbuh ekonomi tidak maju 
netral,"Ardy merespon capres nomor urut 02 saat berdebat soal kondisi ekonomi Indonesia yang dinilainya salah jalan. Bowo mengaku tidak menyalahkan Jokowi, namun ini merupakan salah semua pihak, termasuk kesalahan presiden sebelum Jokowi  https://bit.ly/2P9hitDÂ  #PrabowoSalahkanSBY","Ardy merespon capres nomor urut 02 saat berdebat soal kondisi ekonomi Indonesia yang dinilainya salah jalan. Bowo mengaku tidak menyalahkan Jokowi, namun ini merupakan salah semua pihak, termasuk kesalahan presiden sebelum Jokowi  https://bit.ly/2P9hitDÂ  #PrabowoSalahkanSBY","['Ardy', 'merespon', 'capres', 'nomor', 'urut', '02', 'saat', 'berdebat', 'soal', 'kondisi', 'ekonomi', 'Indonesia', 'yang', 'dinilainya', 'salah', 'jalan', '.', 'Bowo', 'mengaku', 'tidak', 'menyalahkan', 'Jokowi', ',', 'namun', 'ini', 'merupakan', 'salah', 'semua', 'pihak', ',', 'termasuk', 'kesalahan', 'presiden', 'sebelum', 'Jokowi', 'https://bit.ly/2P9hitDÂ', '#PrabowoSalahkanSBY']","['ardy', 'merespon', 'capres', 'nomor', 'urut', '02', 'saat', 'debat', 'soal', 'kondisi', 'ekonomi', 'indonesia', 'yang', 'nila', 'salah', 'jalan', '', 'bowo', 'aku', 'tidak', 'salah', 'jokowi', '', 'namun', 'ini', 'rupa', 'salah', 'semua', 'pihak', '', 'masuk', 'salah', 'presiden', 'belum', 'jokowi', 'https bit ly 2p9hitd', 'prabowosalahkansby']",ardy merespon capres nomor urut  saat debat soal kondisi ekonomi indonesia yang nila salah jalan  bowo aku tidak salah jokowi  namun ini rupa salah semua pihak  masuk salah presiden belum jokowi  bit ly phitd prabowosalahkansby
negatif,Itulah yg tdk masuk logika cebong..prabowo sandi berbicara mslh lap kerja dan harga2 bkn krna mrka miskin..mrka kaya..tpi mrka peduli nasib rakyat yg cuma krja bertahan seadanya..bgtu jgalah sy..sy peduli nasibmu saja..biar bisa hidup tdk skedar ngejar nasi bngkus.. #YourTurnBro,Itulah yg tdk masuk logika cebong..prabowo sandi berbicara mslh lap kerja dan harga2 bkn krna mrka miskin..mrka kaya..tpi mrka peduli nasib rakyat yg cuma krja bertahan seadanya..bgtu jgalah sy..sy peduli nasibmu saja..biar bisa hidup tdk skedar ngejar nasi bngkus.. #YourTurnBro,"['Itulah', 'yg', 'tdk', 'masuk', 'logika', 'cebong', '..', 'prabowo', 'sandi', 'berbicara', 'mslh', 'lap', 'kerja', 'dan', 'harga', '2', 'bkn', 'krna', 'mrka', 'miskin', '..', 'mrka', 'kaya', '..', 'tpi', 'mrka', 'peduli', 'nasib', 'rakyat', 'yg', 'cuma', 'krja', 'bertahan', 'seadanya', '..', 'bgtu', 'jgalah', 'sy', '..', 'sy', 'peduli', 'nasibmu', 'saja', '..', 'biar', 'bisa', 'hidup', 'tdk', 'skedar', 'ngejar', 'nasi', 'bngkus', '..', '#YourTurnBro']","['itu', 'yg', 'tdk', 'masuk', 'logika', 'cebong', '', 'prabowo', 'sandi', 'bicara', 'mslh', 'lap', 'kerja', 'dan', 'harga', '2', 'bkn', 'krna', 'mrka', 'miskin', '', 'mrka', 'kaya', '', 'tpi', 'mrka', 'peduli', 'nasib', 'rakyat', 'yg', 'cuma', 'krja', 'tahan', 'ada', '', 'bgtu', 'jgalah', 'sy', '', 'sy', 'peduli', 'nasib', 'saja', '', 'biar', 'bisa', 'hidup', 'tdk', 'skedar', 'ngejar', 'nasi', 'bngkus', '', 'yourturnbro']",itu yg tdk masuk logika cebong  prabowo sandi bicara mslh lap kerja dan harga  bkn krna mrka miskin  mrka kaya  tpi mrka peduli nasib rakyat yg cuma krja tahan ada  bgtu jgalah sy  sy peduli nasib saja  biar bisa hidup tdk skedar ngejar nasi bngkus  yourturnbro
netral,Pak @sandiuno dan pak @prabowo Gajinya kirim ke saya sj.  https://twitter.com/detikcom/status/1117096753759686657Â â€¦,Pak @sandiuno dan pak @prabowo Gajinya kirim ke saya sj.  https://twitter.com/detikcom/status/1117096753759686657Â â€¦,"['Pak', '@sandiuno', 'dan', 'pak', '@prabowo', 'Gajinya', 'kirim', 'ke', 'saya', 'sj', '.', 'https://twitter.com/detikcom/status/1117096753759686657Â', 'â', '€', '¦']","['pak', 'sandiuno', 'dan', 'pak', 'prabowo', 'gaji', 'kirim', 'ke', 'saya', 'sj', '', 'https twitter com detikcom status 1117096753759686657', '', '', '']",pak sandiuno dan pak prabowo gaji kirim ke saya sj   twitter com detikcom status    
netral,"Watch ""Pernyataan Penutup Prabowo-Sandi: Kami Berkomitmen Tidak Mengambil Gaji Jika Mendapat Amanah Ini"" on YouTube  https://youtu.be/HWLfxXOI5HEÂ ","Watch ""Pernyataan Penutup Prabowo-Sandi: Kami Berkomitmen Tidak Mengambil Gaji Jika Mendapat Amanah Ini"" on YouTube  https://youtu.be/HWLfxXOI5HEÂ ","['Watch', '""', 'Pernyataan', 'Penutup', 'Prabowo-Sandi', ':', 'Kami', 'Berkomitmen', 'Tidak', 'Mengambil', 'Gaji', 'Jika', 'Mendapat', 'Amanah', 'Ini', '""', 'on', 'YouTube', 'https://youtu.be/HWLfxXOI5HEÂ']","['watch', '', 'nyata', 'tutup', 'prabowo-sandi', '', 'kami', 'komitmen', 'tidak', 'ambil', 'gaji', 'jika', 'dapat', 'amanah', 'ini', '', 'on', 'youtube', 'https youtu be hwlfxxoi5he']",watch  nyata tutup prabowosandi  kami komitmen tidak ambil gaji jika dapat amanah ini  on youtube  youtu be hwlfxxoihe
positif,"Hmmm, PS bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tp salah pemimpin2 terdahulu. Jd utk penggemar 02 jangan salahkan Jokowi lagi ya krn bosmu udah bilang itu bukan salah Jokowi.  https://bit.ly/2UyAoiRÂ  Semakin mantap pilih @jokowi. #PrabowoSalahkanSBY","Hmmm, PS bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tp salah pemimpin2 terdahulu. Jd utk penggemar 02 jangan salahkan Jokowi lagi ya krn bosmu udah bilang itu bukan salah Jokowi.  https://bit.ly/2UyAoiRÂ  Semakin mantap pilih @jokowi. #PrabowoSalahkanSBY","['Hmmm', ',', 'PS', 'bilang', 'didebat', 'keadaan', 'ekonomi', 'Indonesia', 'saat', 'ini', 'bukan', 'salah', '@jokowi', 'tp', 'salah', 'pemimpin', '2', 'terdahulu', '.', 'Jd', 'utk', 'penggemar', '02', 'jangan', 'salahkan', 'Jokowi', 'lagi', 'ya', 'krn', 'bosmu', 'udah', 'bilang', 'itu', 'bukan', 'salah', 'Jokowi', '.', 'https://bit.ly/2UyAoiRÂ', 'Semakin', 'mantap', 'pilih', '@jokowi', '.', '#PrabowoSalahkanSBY']","['hmmm', '', 'ps', 'bilang', 'debat', 'ada', 'ekonomi', 'indonesia', 'saat', 'ini', 'bukan', 'salah', 'jokowi', 'tp', 'salah', 'pimpin', '2', 'dahulu', '', 'jd', 'utk', 'gemar', '02', 'jangan', 'salah', 'jokowi', 'lagi', 'ya', 'krn', 'bos', 'udah', 'bilang', 'itu', 'bukan', 'salah', 'jokowi', '', 'https bit ly 2uyaoir', 'makin', 'mantap', 'pilih', 'jokowi', '', 'prabowosalahkansby']",hmmm  ps bilang debat ada ekonomi indonesia saat ini bukan salah jokowi tp salah pimpin  dahulu  jd utk gemar  jangan salah jokowi lagi ya krn bos udah bilang itu bukan salah jokowi   bit ly uyaoir makin mantap pilih jokowi  prabowosalahkansby
netral,"Mengelirukan persoalan ekonomi & deindustrialisasi, menurut Wowo merupakan kesalahan semua pihak  https://bit.ly/2Z9zEiVÂ  #PrabowoSalahkanSBY @jokowi @ArieKakiailatu","Mengelirukan persoalan ekonomi & deindustrialisasi, menurut Wowo merupakan kesalahan semua pihak  https://bit.ly/2Z9zEiVÂ  #PrabowoSalahkanSBY @jokowi @ArieKakiailatu","['Mengelirukan', 'persoalan', 'ekonomi', '&', 'deindustrialisasi', ',', 'menurut', 'Wowo', 'merupakan', 'kesalahan', 'semua', 'pihak', 'https://bit.ly/2Z9zEiVÂ', '#PrabowoSalahkanSBY', '@jokowi', '@ArieKakiailatu']","['keliru', 'soal', 'ekonomi', '', 'deindustrialisasi', '', 'turut', 'wowo', 'rupa', 'salah', 'semua', 'pihak', 'https bit ly 2z9zeiv', 'prabowosalahkansby', 'jokowi', 'ariekakiailatu']",keliru soal ekonomi  deindustrialisasi  turut wowo rupa salah semua pihak  bit ly zzeiv prabowosalahkansby jokowi ariekakiailatu
positif,"Pemimpin yang sudah selesai dengan dirinya, sudah kaya materi gaji pun tidak diambil @prabowo @sandiuno","Pemimpin yang sudah selesai dengan dirinya, sudah kaya materi gaji pun tidak diambil @prabowo @sandiuno","['Pemimpin', 'yang', 'sudah', 'selesai', 'dengan', 'dirinya', ',', 'sudah', 'kaya', 'materi', 'gaji', 'pun', 'tidak', 'diambil', '@prabowo', '@sandiuno']","['pimpin', 'yang', 'sudah', 'selesai', 'dengan', 'diri', '', 'sudah', 'kaya', 'materi', 'gaji', 'pun', 'tidak', 'ambil', 'prabowo', 'sandiuno']",pimpin yang sudah selesai dengan diri  sudah kaya materi gaji pun tidak ambil prabowo sandiuno
netral,Presiden Jokowi Telah membangun Indonesia Mulai dari lini terkecil. Mari kita hargai prestasi pemimpin kita yang telah membawa Nama Indonesia sampai ke kancah internasional  pic.twitter.com/1NkdBXYHqJ,Presiden Jokowi Telah membangun Indonesia Mulai dari lini terkecil. Mari kita hargai prestasi pemimpin kita yang telah membawa Nama Indonesia sampai ke kancah internasional  pic.twitter.com/1NkdBXYHqJ,"['Presiden', 'Jokowi', 'Telah', 'membangun', 'Indonesia', 'Mulai', 'dari', 'lini', 'terkecil', '.', 'Mari', 'kita', 'hargai', 'prestasi', 'pemimpin', 'kita', 'yang', 'telah', 'membawa', 'Nama', 'Indonesia', 'sampai', 'ke', 'kancah', 'internasional', 'pic.twitter.com/1NkdBXYHqJ']","['presiden', 'jokowi', 'telah', 'bangun', 'indonesia', 'mulai', 'dari', 'lini', 'kecil', '', 'mari', 'kita', 'harga', 'prestasi', 'pimpin', 'kita', 'yang', 'telah', 'bawa', 'nama', 'indonesia', 'sampai', 'ke', 'kancah', 'internasional', 'pic twitter com 1nkdbxyhqj']",presiden jokowi telah bangun indonesia mulai dari lini kecil  mari kita harga prestasi pimpin kita yang telah bawa nama indonesia sampai ke kancah internasional pic twitter com nkdbxyhqj
positif,"Di ambil gajinya aja bang,,saya pribadi gak tega kalo prabowo sandi gak ambil gaji,,ikhlas kok bang saya sebagai rakyat kecil abang ambil hak nya,, Bismilah #TusukPrabowoSandi","Di ambil gajinya aja bang,,saya pribadi gak tega kalo prabowo sandi gak ambil gaji,,ikhlas kok bang saya sebagai rakyat kecil abang ambil hak nya,, Bismilah #TusukPrabowoSandi","['Di', 'ambil', 'gajinya', 'aja', 'bang', ',', ',', 'saya', 'pribadi', 'gak', 'tega', 'kalo', 'prabowo', 'sandi', 'gak', 'ambil', 'gaji', ',', ',', 'ikhlas', 'kok', 'bang', 'saya', 'sebagai', 'rakyat', 'kecil', 'abang', 'ambil', 'hak', 'nya', ',', ',', 'Bismilah', '#TusukPrabowoSandi']","['di', 'ambil', 'gaji', 'aja', 'bang', '', '', 'saya', 'pribadi', 'gak', 'tega', 'kalo', 'prabowo', 'sandi', 'gak', 'ambil', 'gaji', '', '', 'ikhlas', 'kok', 'bang', 'saya', 'bagai', 'rakyat', 'kecil', 'abang', 'ambil', 'hak', 'nya', '', '', 'bismilah', 'tusukprabowosandi']",di ambil gaji aja bang   saya pribadi gak tega kalo prabowo sandi gak ambil gaji   ikhlas kok bang saya bagai rakyat kecil abang ambil hak nya   bismilah tusukprabowosandi
positif,Ketika ekonomi makro versi Jokowi ketemu mobil legend maka jadilah stand up comedy..  #TusukPrabowoSandi,Ketika ekonomi makro versi Jokowi ketemu mobil legend maka jadilah stand up comedy..  #TusukPrabowoSandi,"['Ketika', 'ekonomi', 'makro', 'versi', 'Jokowi', 'ketemu', 'mobil', 'legend', 'maka', 'jadilah', 'stand', 'up', 'comedy', '..', '#TusukPrabowoSandi']","['ketika', 'ekonomi', 'makro', 'versi', 'jokowi', 'ketemu', 'mobil', 'legend', 'maka', 'jadi', 'stand', 'up', 'comedy', '', 'tusukprabowosandi']",ketika ekonomi makro versi jokowi ketemu mobil legend maka jadi stand up comedy  tusukprabowosandi
positif,"Hmmm, Ketika paslon 01 bahas ekonomi makro secara global, paslon 02 jawabnya seperti anak bayi yang nggak ngerti apa2. Hanya bisa lihat ini itu tapi masih belajar utk memahami suatu pernyataan.   https://bit.ly/2X8pIEvÂ  #PrabowoSalahkanSBY Semakin mantap pilih @jokowi.","Hmmm, Ketika paslon 01 bahas ekonomi makro secara global, paslon 02 jawabnya seperti anak bayi yang nggak ngerti apa2. Hanya bisa lihat ini itu tapi masih belajar utk memahami suatu pernyataan.   https://bit.ly/2X8pIEvÂ  #PrabowoSalahkanSBY Semakin mantap pilih @jokowi.","['Hmmm', ',', 'Ketika', 'paslon', '01', 'bahas', 'ekonomi', 'makro', 'secara', 'global', ',', 'paslon', '02', 'jawabnya', 'seperti', 'anak', 'bayi', 'yang', 'nggak', 'ngerti', 'apa', '2', '.', 'Hanya', 'bisa', 'lihat', 'ini', 'itu', 'tapi', 'masih', 'belajar', 'utk', 'memahami', 'suatu', 'pernyataan', '.', 'https://bit.ly/2X8pIEvÂ', '#PrabowoSalahkanSBY', 'Semakin', 'mantap', 'pilih', '@jokowi', '.']","['hmmm', '', 'ketika', 'paslon', '01', 'bahas', 'ekonomi', 'makro', 'cara', 'global', '', 'paslon', '02', 'jawab', 'seperti', 'anak', 'bayi', 'yang', 'nggak', 'ngerti', 'apa', '2', '', 'hanya', 'bisa', 'lihat', 'ini', 'itu', 'tapi', 'masih', 'ajar', 'utk', 'paham', 'suatu', 'nyata', '', 'https bit ly 2x8piev', 'prabowosalahkansby', 'makin', 'mantap', 'pilih', 'jokowi', '']",hmmm  ketika paslon  bahas ekonomi makro cara global  paslon  jawab seperti anak bayi yang nggak ngerti apa   hanya bisa lihat ini itu tapi masih ajar utk paham suatu nyata   bit ly xpiev prabowosalahkansby makin mantap pilih jokowi 
positif,"Gaji pokok saja yg tak diambil, atau semua fasilitas negara juga tak diambil??, Kalau cuma gaji pokok Ja cuma berapalah sebulannya pak @sandiuno, tapi kalau semuanya tidak anda ambil, baru saya akui anda itu hebat...","Gaji pokok saja yg tak diambil, atau semua fasilitas negara juga tak diambil??, Kalau cuma gaji pokok Ja cuma berapalah sebulannya pak @sandiuno, tapi kalau semuanya tidak anda ambil, baru saya akui anda itu hebat...","['Gaji', 'pokok', 'saja', 'yg', 'tak', 'diambil', ',', 'atau', 'semua', 'fasilitas', 'negara', 'juga', 'tak', 'diambil', '?', '?', ',', 'Kalau', 'cuma', 'gaji', 'pokok', 'Ja', 'cuma', 'berapalah', 'sebulannya', 'pak', '@sandiuno', ',', 'tapi', 'kalau', 'semuanya', 'tidak', 'anda', 'ambil', ',', 'baru', 'saya', 'akui', 'anda', 'itu', 'hebat', '...']","['gaji', 'pokok', 'saja', 'yg', 'tak', 'ambil', '', 'atau', 'semua', 'fasilitas', 'negara', 'juga', 'tak', 'ambil', '', '', '', 'kalau', 'cuma', 'gaji', 'pokok', 'ja', 'cuma', 'berapa', 'bulan', 'pak', 'sandiuno', '', 'tapi', 'kalau', 'semua', 'tidak', 'anda', 'ambil', '', 'baru', 'saya', 'aku', 'anda', 'itu', 'hebat', '']",gaji pokok saja yg tak ambil  atau semua fasilitas negara juga tak ambil    kalau cuma gaji pokok ja cuma berapa bulan pak sandiuno  tapi kalau semua tidak anda ambil  baru saya aku anda itu hebat 
negatif,"Pak @prabowo itu yg namanya ekonomi digital, tapi ada juga game yg bisa disesuaikan juga dgn bapak.  pic.twitter.com/iVx7t6DmCY","Pak @prabowo itu yg namanya ekonomi digital, tapi ada juga game yg bisa disesuaikan juga dgn bapak.  pic.twitter.com/iVx7t6DmCY","['Pak', '@prabowo', 'itu', 'yg', 'namanya', 'ekonomi', 'digital', ',', 'tapi', 'ada', 'juga', 'game', 'yg', 'bisa', 'disesuaikan', 'juga', 'dgn', 'bapak', '.', 'pic.twitter.com/iVx7t6DmCY']","['pak', 'prabowo', 'itu', 'yg', 'nama', 'ekonomi', 'digital', '', 'tapi', 'ada', 'juga', 'game', 'yg', 'bisa', 'sesuai', 'juga', 'dgn', 'bapak', '', 'pic twitter com ivx7t6dmcy']",pak prabowo itu yg nama ekonomi digital  tapi ada juga game yg bisa sesuai juga dgn bapak  pic twitter com ivxtdmcy
negatif,Jangan-jangan tim penasehat ekonomi bpk ada yg ngefans sm jokowi   Saat Prabowo Salahkan Para Presiden Sebelum Jokowi soal Perekonomian Negara  http://kom.ps/AFzEnaÂ ,Jangan-jangan tim penasehat ekonomi bpk ada yg ngefans sm jokowi   Saat Prabowo Salahkan Para Presiden Sebelum Jokowi soal Perekonomian Negara  http://kom.ps/AFzEnaÂ ,"['Jangan-jangan', 'tim', 'penasehat', 'ekonomi', 'bpk', 'ada', 'yg', 'ngefans', 'sm', 'jokowi', 'Saat', 'Prabowo', 'Salahkan', 'Para', 'Presiden', 'Sebelum', 'Jokowi', 'soal', 'Perekonomian', 'Negara', 'http://kom.ps/AFzEnaÂ']","['jangan', 'tim', 'nasehat', 'ekonomi', 'bpk', 'ada', 'yg', 'ngefans', 'sm', 'jokowi', 'saat', 'prabowo', 'salah', 'para', 'presiden', 'belum', 'jokowi', 'soal', 'ekonomi', 'negara', 'http kom ps afzena']",jangan tim nasehat ekonomi bpk ada yg ngefans sm jokowi saat prabowo salah para presiden belum jokowi soal ekonomi negara http kom ps afzena
negatif,"Awalnya Prabowo mengatakan, penyebab mahalnya harga-harga bahan pokok karena kebijakan ekonomi Indonesia salah arah. Ujungnya nyalahin SBY  #PrabowoSalahkanSBY pic.twitter.com/mu9p78oaeQ","Awalnya Prabowo mengatakan, penyebab mahalnya harga-harga bahan pokok karena kebijakan ekonomi Indonesia salah arah. Ujungnya nyalahin SBY  #PrabowoSalahkanSBY pic.twitter.com/mu9p78oaeQ","['Awalnya', 'Prabowo', 'mengatakan', ',', 'penyebab', 'mahalnya', 'harga-harga', 'bahan', 'pokok', 'karena', 'kebijakan', 'ekonomi', 'Indonesia', 'salah', 'arah', '.', 'Ujungnya', 'nyalahin', 'SBY', '#PrabowoSalahkanSBY', 'pic.twitter.com/mu9p78oaeQ']","['awal', 'prabowo', 'kata', '', 'sebab', 'mahal', 'harga', 'bahan', 'pokok', 'karena', 'bijak', 'ekonomi', 'indonesia', 'salah', 'arah', '', 'ujung', 'nyalahin', 'sby', 'prabowosalahkansby', 'pic twitter com mu9p78oaeq']",awal prabowo kata  sebab mahal harga bahan pokok karena bijak ekonomi indonesia salah arah  ujung nyalahin sby prabowosalahkansby pic twitter com mupoaeq
negatif,Heran CNN Massive Menyerang Parbowo Sandi dengan Mencari kesalahan Prabowo dalam debat semalam Sya hanya bisa membela dan komentar dari pada junjungan elu bahas memajukan game online dikala sistem ekonomi Indonesia Sedang Urgent #HoaxJkwMenangTotalDebat,Heran CNN Massive Menyerang Parbowo Sandi dengan Mencari kesalahan Prabowo dalam debat semalam Sya hanya bisa membela dan komentar dari pada junjungan elu bahas memajukan game online dikala sistem ekonomi Indonesia Sedang Urgent #HoaxJkwMenangTotalDebat,"['Heran', 'CNN', 'Massive', 'Menyerang', 'Parbowo', 'Sandi', 'dengan', 'Mencari', 'kesalahan', 'Prabowo', 'dalam', 'debat', 'semalam', 'Sya', 'hanya', 'bisa', 'membela', 'dan', 'komentar', 'dari', 'pada', 'junjungan', 'elu', 'bahas', 'memajukan', 'game', 'online', 'dikala', 'sistem', 'ekonomi', 'Indonesia', 'Sedang', 'Urgent', '#HoaxJkwMenangTotalDebat']","['heran', 'cnn', 'massive', 'serang', 'parbowo', 'sandi', 'dengan', 'cari', 'salah', 'prabowo', 'dalam', 'debat', 'malam', 'sya', 'hanya', 'bisa', 'bela', 'dan', 'komentar', 'dari', 'pada', 'junjung', 'elu', 'bahas', 'maju', 'game', 'online', 'kala', 'sistem', 'ekonomi', 'indonesia', 'sedang', 'urgent', 'hoaxjkwmenangtotaldebat']",heran cnn massive serang parbowo sandi dengan cari salah prabowo dalam debat malam sya hanya bisa bela dan komentar dari pada junjung elu bahas maju game online kala sistem ekonomi indonesia sedang urgent hoaxjkwmenangtotaldebat
