sentimen,tweet,tweet_tokenized,tweet_no_stopwords,tweet_stemmed,tweet_process
negatif,gak nginti lu to  dan si  juga gak ngacaaa gak usah ngajarin sandi soal ekonomi dibanding jokowi,"['gak', 'nginti', 'lu', 'to', '@yunartowijaya', ',', 'dan', 'si', '@at_abdillahtoha', 'juga', 'gak', 'ngacaaa', ',', ',', 'gak', 'usah', 'ngajarin', 'sandi', 'soal', 'ekonomi', 'dibanding', 'jokowi', '.']","['gak', 'nginti', 'lu', 'to', '@yunartowijaya', ',', 'si', '@at_abdillahtoha', 'gak', 'ngacaaa', ',', ',', 'gak', 'ngajarin', 'sandi', 'ekonomi', 'dibanding', 'jokowi', '.']","['gak', 'nginti', 'lu', 'to', 'yunartowijaya', '', 'si', 'at abdillahtoha', 'gak', 'ngacaaa', '', '', 'gak', 'ngajarin', 'sandi', 'ekonomi', 'banding', 'jokowi', '']",gak nginti lu to yunartowijaya  si at abdillahtoha gak ngacaaa   gak ngajarin sandi ekonomi banding jokowi 
positif,menurut jokowi pemerintah selalu berupaya menjaga keseimbangan agar harga pada posisi normal petani sebagai produsen senang karena hasil kerjanya dihargai secara layak jokowikyaimaruf rakyatinginjokowimenang   pictwittercomyzpyjihso,"['menurut', 'jokowi', ',', 'pemerintah', 'selalu', 'berupaya', 'menjaga', 'keseimbangan', 'agar', 'harga', 'pada', 'posisi', 'normal', '.', 'petani', 'sebagai', 'produsen', 'senang', 'karena', 'hasil', 'kerjanya', 'dihargai', 'secara', 'layak', '.', '#2019jokowikyaimaruf', '#rakyatinginjokowimenang', 'https://twitter.com/tag_nusantara/status/1061792783114022912/photo/1', 'pic.twitter.com/yzpyj7ihsoâ']","['jokowi', ',', 'pemerintah', 'berupaya', 'menjaga', 'keseimbangan', 'harga', 'posisi', 'normal', '.', 'petani', 'produsen', 'senang', 'hasil', 'kerjanya', 'dihargai', 'layak', '.', '#2019jokowikyaimaruf', '#rakyatinginjokowimenang', 'https://twitter.com/tag_nusantara/status/1061792783114022912/photo/1', 'pic.twitter.com/yzpyj7ihsoâ']","['jokowi', '', 'perintah', 'upaya', 'jaga', 'imbang', 'harga', 'posisi', 'normal', '', 'tani', 'produsen', 'senang', 'hasil', 'kerja', 'harga', 'layak', '', '2019jokowikyaimaruf', 'rakyatinginjokowimenang', 'https twitter com tag nusantara status 1061792783114022912 photo 1', 'pic twitter com yzpyj7ihso']",jokowi  perintah upaya jaga imbang harga posisi normal  tani produsen senang hasil kerja harga layak  2019jokowikyaimaruf rakyatinginjokowimenang https twitter com tag nusantara status 1061792783114022912 photo 1 pic twitter com yzpyj7ihso
netral,terlalu berat nge bahas ekonomi dgn angka cukup bahas mobil lejen aj,"['terlalu', 'berat', 'nge', 'bahas', 'ekonomi', 'dgn', 'angka', '2', '..', 'cukup', 'bahas', 'mobil', 'lejen', 'aj', ',']","['berat', 'nge', 'bahas', 'ekonomi', 'dgn', 'angka', '2', '..', 'bahas', 'mobil', 'lejen', 'aj', ',']","['berat', 'nge', 'bahas', 'ekonomi', 'dgn', 'angka', '2', '', 'bahas', 'mobil', 'lejen', 'aj', '']",berat nge bahas ekonomi dgn angka 2  bahas mobil lejen aj 
netral,mantulz sekali pakmengisi masa tenang dg umroh bersama kel tercinta istri anak pada ahirnya memang  keluarga lah asset plg berharga sehat sll pakdeee,"['mantulz', 'sekali', 'pak', '..', 'mengisi', 'masa', 'tenang', 'dg', 'umroh', 'bersama', 'kel', 'tercinta', ',', 'istri', ',', 'anak', '2', '...', 'pada', 'ahirnya', 'memang', 'keluarga', 'lah', 'asset', 'plg', 'berharga', ',', 'sehat', 'sll', 'pakdeee', '...', 'ðÿ', '‘', '\x8d', 'ðÿ', '‘', '\x8d', 'ðÿ', '‘', '\x8d']","['mantulz', '..', 'mengisi', 'tenang', 'dg', 'umroh', 'kel', 'tercinta', ',', 'istri', ',', 'anak', '2', '...', 'ahirnya', 'keluarga', 'asset', 'plg', 'berharga', ',', 'sehat', 'sll', 'pakdeee', '...', 'ðÿ', '‘', '\x8d', 'ðÿ', '‘', '\x8d', 'ðÿ', '‘', '\x8d']","['mantulz', '', 'isi', 'tenang', 'dg', 'umroh', 'kel', 'cinta', '', 'istri', '', 'anak', '2', '', 'ahirnya', 'keluarga', 'asset', 'plg', 'harga', '', 'sehat', 'sll', 'pakdeee', '', '', '', '', '', '', '', '', '', '']",mantulz  isi tenang dg umroh kel cinta  istri  anak 2  ahirnya keluarga asset plg harga  sehat sll pakdeee          
positif,pilihorangbaik pilihjelasislamnya pilihbajuputih  pentingnya sisi industri kreatif dan inovatif di era industri global membuat jokowi tergerak untuk mengubah badan ekonomi kreatif bekraf menjadi sebuah kementerian  coblos  yuk kerja pasti   pictwittercomvpqigzacq,"['#pilihorangbaik', '#pilihjelasislamnya', '#pilihbajuputih', 'pentingnya', 'sisi', 'industri', 'kreatif', 'dan', 'inovatif', 'di', 'era', 'industri', 'global', '.', 'membuat', 'jokowi', 'tergerak', 'untuk', 'mengubah', 'badan', 'ekonomi', 'kreatif', '(', 'bekraf', ')', 'menjadi', 'sebuah', 'kementerian', '.', 'coblos', '01', 'yuk', 'kerja', 'pasti', '!', 'pic.twitter.com/4vpqigzacq']","['#pilihorangbaik', '#pilihjelasislamnya', '#pilihbajuputih', 'sisi', 'industri', 'kreatif', 'inovatif', 'era', 'industri', 'global', '.', 'jokowi', 'tergerak', 'mengubah', 'badan', 'ekonomi', 'kreatif', '(', 'bekraf', ')', 'kementerian', '.', 'coblos', '01', 'yuk', 'kerja', '!', 'pic.twitter.com/4vpqigzacq']","['pilihorangbaik', 'pilihjelasislamnya', 'pilihbajuputih', 'sisi', 'industri', 'kreatif', 'inovatif', 'era', 'industri', 'global', '', 'jokowi', 'gerak', 'ubah', 'badan', 'ekonomi', 'kreatif', '', 'bekraf', '', 'menteri', '', 'coblos', '01', 'yuk', 'kerja', '', 'pic twitter com 4vpqigzacq']",pilihorangbaik pilihjelasislamnya pilihbajuputih sisi industri kreatif inovatif era industri global  jokowi gerak ubah badan ekonomi kreatif  bekraf  menteri  coblos 01 yuk kerja  pic twitter com 4vpqigzacq
positif,dalam  pakta integritas antara prabowo sandi dan ulama yg terlibat dalam ijtimak ulama sudah sangat jelas bahwa pancasila dan nkri itu adalah harga mati tidak ada itu khilafah khilafah hanyalah bualan para makhluk di kolam uasdifitnahkejidanbrutal uasdifitnahkejibalasditps,"['dalam', '16', 'pakta', 'integritas', 'antara', 'prabowo', 'sandi', 'dan', 'ulama', 'yg', 'terlibat', 'dalam', 'ijtimak', 'ulama', 'sudah', 'sangat', 'jelas', 'bahwa', 'pancasila', 'dan', 'nkri', 'itu', 'adalah', 'harga', 'mati', ',', 'tidak', 'ada', 'itu', 'khilafah', ',', 'khilafah', 'hanyalah', 'bualan', 'para', 'makhluk', 'di', 'kolam', '#uasdifitnahkejidanbrutal', '#uasdifitnahkejibalasditps']","['16', 'pakta', 'integritas', 'prabowo', 'sandi', 'ulama', 'yg', 'terlibat', 'ijtimak', 'ulama', 'pancasila', 'nkri', 'harga', 'mati', ',', 'khilafah', ',', 'khilafah', 'bualan', 'makhluk', 'kolam', '#uasdifitnahkejidanbrutal', '#uasdifitnahkejibalasditps']","['16', 'pakta', 'integritas', 'prabowo', 'sandi', 'ulama', 'yg', 'libat', 'ijtimak', 'ulama', 'pancasila', 'nkri', 'harga', 'mati', '', 'khilafah', '', 'khilafah', 'bual', 'makhluk', 'kolam', 'uasdifitnahkejidanbrutal', 'uasdifitnahkejibalasditps']",16 pakta integritas prabowo sandi ulama yg libat ijtimak ulama pancasila nkri harga mati  khilafah  khilafah bual makhluk kolam uasdifitnahkejidanbrutal uasdifitnahkejibalasditps
netral,saya dengar pak mbak vidya dari curup dulu beli lipstik purbasari harga  ribu tapi sekarang beli lipstik nyx gak cukup  ribu ,"['saya', 'dengar', 'pak', ',', 'mbak', 'vidya', ',', 'dari', 'curup', '.', 'dulu', 'beli', 'lipstik', 'purbasari', 'harga', '25', 'ribu', '.', 'tapi', 'sekarang', 'beli', 'lipstik', 'nyx', 'gak', 'cukup', '25', 'ribu', 'ðÿ', '˜', '\xad']","['dengar', ',', 'mbak', 'vidya', ',', 'curup', '.', 'beli', 'lipstik', 'purbasari', 'harga', '25', 'ribu', '.', 'beli', 'lipstik', 'nyx', 'gak', '25', 'ribu', 'ðÿ', '˜', '\xad']","['dengar', '', 'mbak', 'vidya', '', 'curup', '', 'beli', 'lipstik', 'purbasari', 'harga', '25', 'ribu', '', 'beli', 'lipstik', 'nyx', 'gak', '25', 'ribu', '', '', '']",dengar  mbak vidya  curup  beli lipstik purbasari harga 25 ribu  beli lipstik nyx gak 25 ribu   
positif,prabowo sejak jadi tni puluhan tahun nggak dia ambil gajinya serupiah pun sandi sejak jadi wagub jg demikian  susah ya cari orang seperti mereka yang gak ambil gaji dari hasil mereka kerja untuk negara  pictwittercomuxnjznw,"['prabowo', 'sejak', 'jadi', 'tni', 'puluhan', 'tahun', 'nggak', 'dia', 'ambil', 'gajinya', 'serupiah', 'pun', '.', 'sandi', 'sejak', 'jadi', 'wagub', 'jg', 'demikian', '.', 'susah', 'ya', 'cari', 'orang', 'seperti', 'mereka', '?', '?', 'yang', 'gak', 'ambil', 'gaji', 'dari', 'hasil', 'mereka', 'kerja', 'untuk', 'negara', '!', '!', 'pic.twitter.com/ux372njznw']","['prabowo', 'tni', 'puluhan', 'nggak', 'ambil', 'gajinya', 'serupiah', '.', 'sandi', 'wagub', 'jg', '.', 'susah', 'ya', 'cari', 'orang', '?', '?', 'gak', 'ambil', 'gaji', 'hasil', 'kerja', 'negara', '!', '!', 'pic.twitter.com/ux372njznw']","['prabowo', 'tni', 'puluh', 'nggak', 'ambil', 'gaji', 'rupiah', '', 'sandi', 'wagub', 'jg', '', 'susah', 'ya', 'cari', 'orang', '', '', 'gak', 'ambil', 'gaji', 'hasil', 'kerja', 'negara', '', '', 'pic twitter com ux372njznw']",prabowo tni puluh nggak ambil gaji rupiah  sandi wagub jg  susah ya cari orang   gak ambil gaji hasil kerja negara   pic twitter com ux372njznw
netral,assalamualaikum  saya tahu  suara itu sgt berharga dlm upaya memenangkan     saya hrs merelakan suara dikarenakan berada di jkt namun ktp daerah semoga suara saya yg tdk disertakan bisa terbalaskan dgn doa semoga allah swt mengabulkan itu aamiin ya rabb ,"[""assalamu'alaikum"", '.', 'saya', 'tahu', '1', 'suara', 'itu', 'sgt', 'berharga', 'dlm', 'upaya', 'memenangkan', '02', '@prabowo', '&', '@sandiuno', 'saya', 'hrs', 'merelakan', 'suara', 'dikarenakan', 'berada', 'di', 'jkt', 'namun', 'ktp', 'daerah', '.', 'semoga', 'suara', 'saya', 'yg', 'tdk', 'disertakan', 'bisa', 'terbalaskan', 'dgn', 'doa', '.', 'semoga', 'allah', 'swt', 'mengabulkan', 'itu', '.', 'aamiin', 'ya', 'rabb', 'https://twitter.com/sandiuno/status/1117101696696455173â', 'â', '€', '¦']","[""assalamu'alaikum"", '.', '1', 'suara', 'sgt', 'berharga', 'dlm', 'upaya', 'memenangkan', '02', '@prabowo', '&', '@sandiuno', 'hrs', 'merelakan', 'suara', 'jkt', 'ktp', 'daerah', '.', 'semoga', 'suara', 'yg', 'tdk', 'disertakan', 'terbalaskan', 'dgn', 'doa', '.', 'semoga', 'allah', 'swt', 'mengabulkan', '.', 'aamiin', 'ya', 'rabb', 'https://twitter.com/sandiuno/status/1117101696696455173â', 'â', '€', '¦']","['assalamu alaikum', '', '1', 'suara', 'sgt', 'harga', 'dlm', 'upaya', 'menang', '02', 'prabowo', '', 'sandiuno', 'hrs', 'rela', 'suara', 'jkt', 'ktp', 'daerah', '', 'moga', 'suara', 'yg', 'tdk', 'serta', 'balas', 'dgn', 'doa', '', 'moga', 'allah', 'swt', 'kabul', '', 'aamiin', 'ya', 'rabb', 'https twitter com sandiuno status 1117101696696455173', '', '', '']",assalamu alaikum  1 suara sgt harga dlm upaya menang 02 prabowo  sandiuno hrs rela suara jkt ktp daerah  moga suara yg tdk serta balas dgn doa  moga allah swt kabul  aamiin ya rabb https twitter com sandiuno status 1117101696696455173   
negatif,jika terpilih prabowosandiaga janji tak ambil gaji    kita tahu mereka orangorang yang superkaya mbok ya rendah hatilah jangan menyatakan kata berkonotasi angkuh   ,"['jika', 'terpilih', ',', 'prabowo-sandiaga', 'janji', 'tak', 'ambil', 'gaji', '-', 'kita', 'tahu', 'mereka', 'orang-orang', 'yang', 'superkaya', ',', 'mbok', 'ya', 'rendah', 'hatilah', 'jangan', 'menyatakan', 'kata', '2', 'berkonotasi', 'angkuh', '!', '!', 'https://m.detik.com/news/berita/d-4509616/jika-terpilih-prabowo-sandiaga-janji-tak-ambil-gaji?utm_content=detikcom&utm_term=echobox&utm_medium=oa&utm_campaign=detikcomsocmed&utm_source=twitter#echobox=1555171378â', 'â', '€', '¦']","['terpilih', ',', 'prabowo-sandiaga', 'janji', 'ambil', 'gaji', '-', 'orang-orang', 'superkaya', ',', 'mbok', 'ya', 'rendah', 'hatilah', '2', 'berkonotasi', 'angkuh', '!', '!', 'https://m.detik.com/news/berita/d-4509616/jika-terpilih-prabowo-sandiaga-janji-tak-ambil-gaji?utm_content=detikcom&utm_term=echobox&utm_medium=oa&utm_campaign=detikcomsocmed&utm_source=twitter#echobox=1555171378â', 'â', '€', '¦']","['pilih', '', 'prabowo-sandiaga', 'janji', 'ambil', 'gaji', '-', 'orang', 'superkaya', '', 'mbok', 'ya', 'rendah', 'hati', '2', 'konotasi', 'angkuh', '', '', 'https m detik com news berita d-4509616 jika-terpilih-prabowo-sandiaga-janji-tak-ambil-gaji utm content detikcom utm term echobox utm medium oa utm campaign detikcomsocmed utm source twitter echobox 1555171378', '', '', '']",pilih  prabowo-sandiaga janji ambil gaji - orang superkaya  mbok ya rendah hati 2 konotasi angkuh   https m detik com news berita d-4509616 jika-terpilih-prabowo-sandiaga-janji-tak-ambil-gaji utm content detikcom utm term echobox utm medium oa utm campaign detikcomsocmed utm source twitter echobox 1555171378   
negatif, apa bapak  gak menghargai relawan yg puasa dan tirakatan munajad semalam suntuk berdoa untuk kemenangan   mhn dibalas tweet dan kontribusi ngopi rokok dll mereka yg  tirakatmujahadah jika tdk maka  akan gagalayo semua  tirakat munajadin,"['@prabowo', 'apa', 'bapak', 'gak', 'menghargai', 'relawan', 'yg', 'puasa', 'dan', 'tirakatan', 'munajad', 'semalam', 'suntuk', 'berdoa', 'untuk', 'kemenangan', '02', '?', 'mhn', 'dibalas', 'tweet', 'dan', 'kontribusi', 'ngopi', 'rokok', 'dll', 'mereka', 'yg', 'tirakat', '/', 'mujahadah', '.', 'jika', 'tdk', 'maka', '02', 'akan', 'gagal.ayo', 'semua', 'tirakat', '/', 'munajad.in']","['@prabowo', 'gak', 'menghargai', 'relawan', 'yg', 'puasa', 'tirakatan', 'munajad', 'semalam', 'suntuk', 'berdoa', 'kemenangan', '02', '?', 'mhn', 'dibalas', 'tweet', 'kontribusi', 'ngopi', 'rokok', 'dll', 'yg', 'tirakat', '/', 'mujahadah', '.', 'tdk', '02', 'gagal.ayo', 'tirakat', '/', 'munajad.in']","['prabowo', 'gak', 'harga', 'rawan', 'yg', 'puasa', 'tirakat', 'munajad', 'malam', 'suntuk', 'doa', 'menang', '02', '', 'mhn', 'balas', 'tweet', 'kontribusi', 'ngopi', 'rokok', 'dll', 'yg', 'tirakat', '', 'mujahadah', '', 'tdk', '02', 'gagal ayo', 'tirakat', '', 'munajad in']",prabowo gak harga rawan yg puasa tirakat munajad malam suntuk doa menang 02  mhn balas tweet kontribusi ngopi rokok dll yg tirakat  mujahadah  tdk 02 gagal ayo tirakat  munajad in
positif,prabowo sandi menang otomatis kita ikut bersedekah bagi kaum farkir miskin dan dhuafa melalui gaji mereka berfua yg tidak akan diambil dan akan disedekahkan  apriltusukprabowosandi,"['prabowo', 'sandi', 'menang', 'otomatis', 'kita', 'ikut', 'bersedekah', 'bagi', 'kaum', 'farkir', 'miskin', 'dan', 'dhuafa', 'melalui', 'gaji', 'mereka', 'berfua', 'yg', 'tidak', 'akan', 'diambil', 'dan', 'akan', 'disedekahkan', '#17apriltusukprabowosandi']","['prabowo', 'sandi', 'menang', 'otomatis', 'bersedekah', 'kaum', 'farkir', 'miskin', 'dhuafa', 'gaji', 'berfua', 'yg', 'diambil', 'disedekahkan', '#17apriltusukprabowosandi']","['prabowo', 'sandi', 'menang', 'otomatis', 'sedekah', 'kaum', 'farkir', 'miskin', 'dhuafa', 'gaji', 'berfua', 'yg', 'ambil', 'sedekah', '17apriltusukprabowosandi']",prabowo sandi menang otomatis sedekah kaum farkir miskin dhuafa gaji berfua yg ambil sedekah 17apriltusukprabowosandi
positif,pilihorangbaik pilihjelasislamnya pilihbajuputih  kepercayaan hanya diberikan pd mrk yg berpengalaman seorang  memiliki wakil yg berpengalaman dibidang ekonomi coblos yuk  ya   ,"['#pilihorangbaik', '#pilihjelasislamnya', '#pilihbajuputih', 'kepercayaan', 'hanya', 'diberikan', 'pd', 'mrk', 'yg', 'berpengalaman', '.', 'seorang', '@jokowi', 'memiliki', 'wakil', 'yg', 'berpengalaman', 'dibidang', 'ekonomi', '.', 'coblos', 'yuk', '01', 'yaâ', '€', '¦', '.', 'https://www.merdeka.com/uang/harapan-dan-prediksi-ekonomi-di-tangan-jokowi-maruf-amin.htmlâ', 'â', '€', '¦']","['#pilihorangbaik', '#pilihjelasislamnya', '#pilihbajuputih', 'kepercayaan', 'pd', 'mrk', 'yg', 'berpengalaman', '.', '@jokowi', 'memiliki', 'wakil', 'yg', 'berpengalaman', 'dibidang', 'ekonomi', '.', 'coblos', 'yuk', '01', 'yaâ', '€', '¦', '.', 'https://www.merdeka.com/uang/harapan-dan-prediksi-ekonomi-di-tangan-jokowi-maruf-amin.htmlâ', 'â', '€', '¦']","['pilihorangbaik', 'pilihjelasislamnya', 'pilihbajuputih', 'percaya', 'pd', 'mrk', 'yg', 'alam', '', 'jokowi', 'milik', 'wakil', 'yg', 'alam', 'bidang', 'ekonomi', '', 'coblos', 'yuk', '01', 'ya', '', '', '', 'https www merdeka com uang harapan-dan-prediksi-ekonomi-di-tangan-jokowi-maruf-amin html', '', '', '']",pilihorangbaik pilihjelasislamnya pilihbajuputih percaya pd mrk yg alam  jokowi milik wakil yg alam bidang ekonomi  coblos yuk 01 ya    https www merdeka com uang harapan-dan-prediksi-ekonomi-di-tangan-jokowi-maruf-amin html   
negatif,ummat islam yg waras dan cerdas pasti senang beramalcoblos prabowo  anda ikut andil dlm beramal  gaji beliau tdk diambil  tp untk amal,"['ummat', 'islam', 'yg', 'waras', 'dan', 'cerdas', 'pasti', 'senang', 'beramal', ',', 'coblos', 'prabowo', 'anda', 'ikut', 'andil', 'dlm', 'beramal', ',', 'gaji', 'beliau', 'tdk', 'diambil', 'tp', 'untk', 'amal', '*', '*', '*']","['ummat', 'islam', 'yg', 'waras', 'cerdas', 'senang', 'beramal', ',', 'coblos', 'prabowo', 'andil', 'dlm', 'beramal', ',', 'gaji', 'beliau', 'tdk', 'diambil', 'tp', 'untk', 'amal', '*', '*', '*']","['ummat', 'islam', 'yg', 'waras', 'cerdas', 'senang', 'amal', '', 'coblos', 'prabowo', 'andil', 'dlm', 'amal', '', 'gaji', 'beliau', 'tdk', 'ambil', 'tp', 'untk', 'amal', '', '', '']",ummat islam yg waras cerdas senang amal  coblos prabowo andil dlm amal  gaji beliau tdk ambil tp untk amal   
positif,pilihorangbaik pilihjelasislamnya pilihbajuputih  keberhasilan tidak hanya dibidang infrastruktur jokowi jg berhasil memperbaiki ekonomi indonesia coblos yuk  ya  ,"['#pilihorangbaik', '#pilihjelasislamnya', '#pilihbajuputih', 'keberhasilan', 'tidak', 'hanya', 'dibidang', 'infrastruktur', ',', 'jokowi', 'jg', 'berhasil', 'memperbaiki', 'ekonomi', 'indonesia', '.', 'coblos', 'yuk', '01', 'yaâ', '€', '¦', '.', 'https://kumparan.com/beritajatim/kein-ada-18-keberhasilan-ekonomi-di-era-jokowi-1546401151770458328â', 'â', '€', '¦']","['#pilihorangbaik', '#pilihjelasislamnya', '#pilihbajuputih', 'keberhasilan', 'dibidang', 'infrastruktur', ',', 'jokowi', 'jg', 'berhasil', 'memperbaiki', 'ekonomi', 'indonesia', '.', 'coblos', 'yuk', '01', 'yaâ', '€', '¦', '.', 'https://kumparan.com/beritajatim/kein-ada-18-keberhasilan-ekonomi-di-era-jokowi-1546401151770458328â', 'â', '€', '¦']","['pilihorangbaik', 'pilihjelasislamnya', 'pilihbajuputih', 'hasil', 'bidang', 'infrastruktur', '', 'jokowi', 'jg', 'hasil', 'baik', 'ekonomi', 'indonesia', '', 'coblos', 'yuk', '01', 'ya', '', '', '', 'https kumpar com beritajatim kein-ada-18-keberhasilan-ekonomi-di-era-jokowi-1546401151770458328', '', '', '']",pilihorangbaik pilihjelasislamnya pilihbajuputih hasil bidang infrastruktur  jokowi jg hasil baik ekonomi indonesia  coblos yuk 01 ya    https kumpar com beritajatim kein-ada-18-keberhasilan-ekonomi-di-era-jokowi-1546401151770458328   
negatif,model ngeles petruk sudah ketaker  berbusa didepan sandi ngomongin ekonomi makro dg congkaknya  untung sandi nya sabar gak di kick balik pantesan menterinya yg pintar pada mbodoni   lha juragannya kyk gini pekk nya   uasdifitnahkejibalasditps  ,"['model', 'ngeles', 'petruk', 'sudah', 'ketaker', 'ber-busa', '2', 'didepan', 'sandi', 'ngomongin', 'ekonomi', 'makro', 'dg', 'congkaknya', 'untung', 'sandi', 'nya', 'sabar', 'gak', 'di', 'kick', 'balik', 'pantesan', 'menteri', '2nya', 'yg', 'pintar', '2', 'pada', 'mbodoni', ',', 'lha', 'juragannya', 'kyk', 'gini', 'pek', '*', 'k', 'nya', '..', 'ðÿ', '˜', '¢', 'ðÿ', '˜', '¬', '#uasdifitnahkejibalasditps', '@prabowo', '@sandiuno']","['model', 'ngeles', 'petruk', 'ketaker', 'ber-busa', '2', 'didepan', 'sandi', 'ngomongin', 'ekonomi', 'makro', 'dg', 'congkaknya', 'untung', 'sandi', 'nya', 'sabar', 'gak', 'kick', 'pantesan', 'menteri', '2nya', 'yg', 'pintar', '2', 'mbodoni', ',', 'lha', 'juragannya', 'kyk', 'gini', 'pek', '*', 'k', 'nya', '..', 'ðÿ', '˜', '¢', 'ðÿ', '˜', '¬', '#uasdifitnahkejibalasditps', '@prabowo', '@sandiuno']","['model', 'ngeles', 'truk', 'ketaker', 'ber-busa', '2', 'depan', 'sandi', 'ngomongin', 'ekonomi', 'makro', 'dg', 'congkak', 'untung', 'sandi', 'nya', 'sabar', 'gak', 'kick', 'pantesan', 'menteri', '2nya', 'yg', 'pintar', '2', 'mbodoni', '', 'lha', 'juragan', 'kyk', 'gin', 'pek', '', 'k', 'nya', '', '', '', '', '', '', '', 'uasdifitnahkejibalasditps', 'prabowo', 'sandiuno']",model ngeles truk ketaker ber-busa 2 depan sandi ngomongin ekonomi makro dg congkak untung sandi nya sabar gak kick pantesan menteri 2nya yg pintar 2 mbodoni  lha juragan kyk gin pek  k nya        uasdifitnahkejibalasditps prabowo sandiuno
positif,dengan memilih  kita sudah bersodakoh  karna prabowo sandi menyumbangkan gaji mereka untuk negarafakir miskin yatim piatu masjid jadikan prabowo sandi presiden dan wakil presiden ri  save_uas,"['dengan', 'memilih', '02', 'kita', 'sudah', 'bersodakoh', ',', 'karna', 'prabowo', 'sandi', 'menyumbangkan', 'gaji', 'mereka', 'untuk', 'negara', ',', 'fakir', 'miskin', ',', 'yatim', 'piatu', ',', 'masjid', '.', 'jadikan', 'prabowo', 'sandi', 'presiden', 'dan', 'wakil', 'presiden', 'ri', '#save_uas']","['memilih', '02', 'bersodakoh', ',', 'karna', 'prabowo', 'sandi', 'menyumbangkan', 'gaji', 'negara', ',', 'fakir', 'miskin', ',', 'yatim', 'piatu', ',', 'masjid', '.', 'jadikan', 'prabowo', 'sandi', 'presiden', 'wakil', 'presiden', 'ri', '#save_uas']","['pilih', '02', 'bersodakoh', '', 'karna', 'prabowo', 'sandi', 'sumbang', 'gaji', 'negara', '', 'fakir', 'miskin', '', 'yatim', 'piatu', '', 'masjid', '', 'jadi', 'prabowo', 'sandi', 'presiden', 'wakil', 'presiden', 'ri', 'save uas']",pilih 02 bersodakoh  karna prabowo sandi sumbang gaji negara  fakir miskin  yatim piatu  masjid  jadi prabowo sandi presiden wakil presiden ri save uas
positif,alhamdulillah capres  mau sedekahkan gajinya untuk rakyat miskin  disini kami korban gempa pasigala butuh bantuan pak     prabowosandi menangadilmakmur,"['alhamdulillah', 'capres', '02', 'mau', 'sedekahkan', 'gajinya', 'untuk', 'rakyat', 'miskin', '..', 'disini', 'kami', 'korban', '2', 'gempa', '2', 'pasigala', 'butuh', 'bantuan', 'pak', '..', '@prabowo', '@sandiuno', '@karniilyas', '@rockygerung', '#prabowosandi', '#02menangadilmakmur']","['alhamdulillah', 'capres', '02', 'sedekahkan', 'gajinya', 'rakyat', 'miskin', '..', 'korban', '2', 'gempa', '2', 'pasigala', 'butuh', 'bantuan', '..', '@prabowo', '@sandiuno', '@karniilyas', '@rockygerung', '#prabowosandi', '#02menangadilmakmur']","['alhamdulillah', 'capres', '02', 'sedekah', 'gaji', 'rakyat', 'miskin', '', 'korban', '2', 'gempa', '2', 'pasigala', 'butuh', 'bantu', '', 'prabowo', 'sandiuno', 'karniilyas', 'rockygerung', 'prabowosandi', '02menangadilmakmur']",alhamdulillah capres 02 sedekah gaji rakyat miskin  korban 2 gempa 2 pasigala butuh bantu  prabowo sandiuno karniilyas rockygerung prabowosandi 02menangadilmakmur
netral,no  donk mang  dan sayah percaya semua saudara seperjuangan  ikhlas hanya ingin negeri ini berubah jauh lebik baik lg dari sekarang masyarakatnya damai tenang amankesejahteraan meningkat harga rendah  stabil uasdifitnahkejibalasditps uasdifitnahkejibalasditps,"['no', '.', '5', 'donk', 'mang', '.', 'dan', 'sayah', 'percaya', ',', 'semua', 'saudara', 'seperjuangan', '02', ',', 'ikhlas', 'hanya', 'ingin', 'negeri', 'ini', 'berubah', 'jauh', 'lebik', 'baik', 'lg', 'dari', 'sekarang', '.', 'masyarakatnya', 'damai', ',', 'tenang', ',', 'aman', '...', 'kesejahteraan', 'meningkat', ',', 'harga', '2', 'rendah', '&', 'stabil', '#uasdifitnahkejibalasditps', '#uasdifitnahkejibalasditps']","['no', '.', '5', 'donk', 'mang', '.', 'sayah', 'percaya', ',', 'saudara', 'seperjuangan', '02', ',', 'ikhlas', 'negeri', 'berubah', 'lebik', 'lg', '.', 'masyarakatnya', 'damai', ',', 'tenang', ',', 'aman', '...', 'kesejahteraan', 'meningkat', ',', 'harga', '2', 'rendah', '&', 'stabil', '#uasdifitnahkejibalasditps', '#uasdifitnahkejibalasditps']","['no', '', '5', 'donk', 'mang', '', 'sayah', 'percaya', '', 'saudara', 'juang', '02', '', 'ikhlas', 'negeri', 'ubah', 'lebik', 'lg', '', 'masyarakat', 'damai', '', 'tenang', '', 'aman', '', 'sejahtera', 'tingkat', '', 'harga', '2', 'rendah', '', 'stabil', 'uasdifitnahkejibalasditps', 'uasdifitnahkejibalasditps']",no  5 donk mang  sayah percaya  saudara juang 02  ikhlas negeri ubah lebik lg  masyarakat damai  tenang  aman  sejahtera tingkat  harga 2 rendah  stabil uasdifitnahkejibalasditps uasdifitnahkejibalasditps
